title;release_year;parental_guidelines;duration;genre;date_added;average_rating;description
The Ignorant Angels;2022;1 Season;Genres:;['Drama', 'Romance'];May 11, 2022;;When Massimo, Antonia's husband, is killed in an accident, she discovers he was having an affair with a young man, Michele. Antonia, devastated by the news, finds herself investigating her husband's secret life and forms an unexpected and deep friendship with Michele and his circle of eccentric friends, who were almost a second family for her late husband. Thanks to all of them, she can change her perspective on life, but will she learn to love again?
Breeders;2020;TV-MA;3 Seasons;['Comedy', 'Sitcom'];May 10, 2022;7.3/10;"""Breeders"" explores the paradox experienced by nearly all parents, the willingness to die for one's children coupled with the near-constant desire to kill them. Paul is a caring father who discovers he's not quite the man he thought he was. His partner, Ally, runs a recording studio, makes Paul laugh and has the ability to read a story to their children while she's technically asleep. In this honest and uncompromising comedy, Paul and Ally are juggling full-time careers, aging parents, a mortgage, upheavals in their relationship and the unenviable curveballs of parenting their young children, Luke and Ava. When Ally's estranged father Michael appears on their doorstep, the family essentially takes on a third child three quarters of the time, but this one comes with baggage and opinions. Paul's own parents, Jackie and Jim, are on hand to help out, but their generation does parenting a little differently."
Candy;2022;TV-MA;1 Season;['Crime', 'Drama'];May 9, 2022;;Candy Montgomery is a 1980s housewife and mother who did everything right – good husband, two kids, nice house, even the careful planning and execution of transgressions – but when the pressure of conformity builds within her, her actions scream for just a bit of freedom. Until someone tells her to shush. With deadly results.
UFC 274: Oliveira vs. Gaethje;2022;;Genres:;['Sports'];May 7, 2022;;Charles Oliveira begins his second year as champion on May 7 as he defends his crown against former interim titlist Justin Gaethje in the main event of UFC 274.
Entre Nos: Carmen Morales & Alfred Robles;2022;;Genres:;['Comedy', 'International', 'Stand Up'];May 6, 2022;;Carmen Morales and Alfred Robles hit the stage in NYC for this stand-up special.
Border;2018;R;110 min;['International', 'Romance', 'Thriller'];May 5, 2022;7.1/10;A customs officer who can smell fear develops an unusual attraction to a strange traveler while aiding a police investigation which will call into question her entire existence.
Cheese: A Love Story;2021;1 Season;Genres:;['Cooking & Food', 'Documentaries', 'Lifestyle & Culture'];May 5, 2022;;Cheese: A Love Story is an exploration and celebration of one of the world’s most beloved foods through the lens of an extreme cheese lover – a cheesy champion on a journey to uncover why this magical food brings so much pleasure to so many around the globe.
Dragons: The Nine Realms;2021;TV-Y7;2 Seasons;['Adventure', 'Kids'];May 5, 2022;;Set 1300 years after the events of HTTYD: THE HIDDEN WORLD our story takes place in the modern world, where dragons are things of fantasy, myth, and legend. After a comet nearly collides with earth and causes a great tectonic upheaving – creating an immense, mysterious fissure – scientists come from around the world and build a state of the art research facility. We’ll meet Tom Kullersen, an adventure-seeking kid, whose mom is a lead scientist at the lab, who secretly discovers that dragons exist and hidden in the fissure is an entrance to the Hidden World. Tom bonds with a Nightlight dragon who has lost his home. One by one, three other teenagers learn Tom’s secret and bond with their own dragons, forming a new group of dragon riders. Season 1 introduces us to this new world, characters, and a brand-new team of hero dragons. The riders will make startling discoveries about dragons and their world, and vow to keep the secret of their existence from those on the surface who might want to do them harm.
Last Survivors;2021;NOT RATED;99 min;['Science Fiction', 'Thriller'];May 5, 2022;;A father and son, who have been living off grid for 20 years, encounter an outsider who threatens to destroy the utopia they've built.
Making It Home With Kortney & Kenny;2021;TV-G;1 Season;['Lifestyle & Culture'];May 5, 2022;;Kortney Wilson uses her extensive flipping and real estate expertise to help homeowners make strategic moves with their money as she helps them convert their fixer-upper into the home of their dreams – all the while making smart investments into the biggest asset these families own.
Rock Solid Builds;2021;TV-PG;2 Seasons;['Lifestyle & Culture'];May 5, 2022;;In Newfoundland, third-generation builder Randy Spracklin and his team battle the island's rugged terrain and notoriously harsh weather to pull off historic renovations and jaw-dropping builds.
Stitched;2018;TV-14;1 Season;['Lifestyle & Culture', 'Reality'];May 5, 2022;;Designers of varying skill level and design aesthetic from across North America compete in fashion challenges for a chance at $10,000.
The Baker Sisters;2017;TV-G;1 Season;['Cooking & Food', 'Lifestyle & Culture'];May 5, 2022;;"Rachel Smith and Jean Parker are sisters from Bayside, Ontario and are lifelong bakers. Inspired by their mother who is also a baker and began her own butter tart business to supplement her income, Rachel and Jean went on to establish Maple Key Tart Co. and also tweaking their mother's award-winning recipe to create their own unique formula. They visit locations per episode where they get to sample the treats and then jump into the kitchen to find out exactly how they are made. They have now packed up their business to take it on the road to discover the sweetest treats on the continent. They have adopted and live by their motto, ""Eat dessert first!"""
The Lodge;2019;R;108 min;['Horror', 'Thriller'];May 5, 2022;5.8/10;When the father is forced to abruptly depart for work, he leaves his children, Aidan and Mia in the care of his new girlfriend, Grace . Isolated and alone, a blizzard traps them inside the lodge as terrifying events summon specters from Grace’s dark past.
To Catch a Smuggler: Madrid;2019;TV-14;2 Seasons;['Crime'];May 5, 2022;;From dusk till dawn, National Police at Spain’s Madrid-Barajas airport, Spain’s largest, tackle drug trafficking and irregular immigration.
To Catch a Smuggler: Rome;2021;1 Season;Genres:;['Documentaries'];May 5, 2022;;From dusk till dawn, security personnel at Rome’s Fiumicino Airport, Italy’s busiest, battle drug trafficking, undocumented immigration, and shoplifting.
Black Swan;2010;R;108 min;['Drama', 'Horror', 'Mystery'];May 4, 2022;;Obsession drives a devoted ballerina (Oscar(R) winner Natalie Portman) to the brink of madness in this compelling masterpiece.
Holey Moley;2019;TV-PG;4 Seasons;['Game Shows', 'Reality'];May 4, 2022;6.9/10;A mini-golf competition series, will showcase self-proclaimed mini-golf lovers from around the country as they compete head-to-head through an epic obstacle golf course. In each episode, 12 contestants will put their miniature golf – and physical – skills to the test and face off in never-before-seen challenges on a supersized miniature golf course.
The Chase;2021;TV-PG;1 Season;['Game Shows', 'Reality'];May 4, 2022;6.3/10;A heart-racing quiz show where three competitors face off against the Chaser, a ruthless quiz genius determined to stop them from winning cash prizes. Each episode is a fast-paced battle of brainpower, where contestants are challenged to think faster than they ever thought possible to answer up to 166 questions across all topics.
The Real Housewives of New York City;2008;TV-14;13 Seasons;['Reality'];May 4, 2022;4.3/10;A group of wealthy Manhattan housewives balance their careers, friendships and home lives.
Who Do You Believe?;2022;TV-14;1 Season;['Crime', 'Reality'];May 4, 2022;;"Simultaneous storytelling takes viewers through compelling true-crime cases from dual perspectives. The audience steps into the shoes of two contrasting narratives to hear the recounts directly from the victims and criminals with never-before-revealed details. The viewers will play armchair detective to deduce and piece together different versions of the truth. There are two sides to every story – and there's no telling how far one would go for their marriage, child or way of life. Every episode culminates by revealing key details from the adjudicated cases leaving viewers to question: ""Who Do You Believe?"""
Canty and Carlin;2022;;Genres:;['Sports'];May 3, 2022;;
The Ultimate Fighter;2013;TV-14;29 Seasons;['Reality', 'Sports'];May 3, 2022;;28 middleweights arrive in Las Vegas with their friends and family for a shot at a UFC contract.
Daytime Divas;2017;TV-14;1 Season;['Drama'];May 2, 2022;;Series centers on daytime TV talk show The Lunch Hour. On the small screen, they're best friends and colleagues. But behind the scenes, it's an off-camera world filled with power struggles, personal demons, diva fits, love affairs, man troubles, cat fights and cocktails.
Duncanville;2020;TV-14;3 Seasons;['Adult Animation', 'Comedy', 'Sitcom'];May 2, 2022;6.2/10;“Duncanville” is centered around a spectacularly average 15-year-old boy with a rich fantasy life, and the people in his world.
A Beautiful Mind;2001;PG-13;135 min;['Drama'];May 1, 2022;;After John Nash - a brilliant but socially-awkward mathematician - accepts secret work in cryptography, his life takes a nightmarish turn.
After Everything;2018;TV-MA;93 min;['Comedy', 'Romance'];May 1, 2022;;A young couple's relationship develops quickly when one of them is diagnosed with a life-changing illness.
Billy Madison;1995;PG-13;90 min;['Comedy'];May 1, 2022;;Lazy 27-year-old Adam Sandler goes back to school with six months to graduate or risk losing the family business.
Busco Novio Para Mi Mujer;2016;PG-13;92 min;['Comedy', 'Drama', 'Romance'];May 1, 2022;;Arath de la Torre and Sandra Echeverria star in a comedy about a husband's plan to end his unhappy marriage only to discover even the best laid plans can backfire when love is involved.
Cyrus;2010;R;91 min;['Comedy', 'Drama', 'Romance'];May 1, 2022;;Romance between a lonesome loser and a sweet single mom hits a snag in the person of the woman's overly attached son in this comedy.
Despicable Me;2010;PG;95 min;['Action', 'Adventure', 'Comedy'];May 1, 2022;;A supervillain discovers he has a heart while using three adorable tots for his latest scheme in this animated hit.
Despicable Me 2;2013;PG;98 min;['Action', 'Adventure', 'Comedy'];May 1, 2022;;Just as Gru has given up being super-bad to be a super-dad, the Anti-Villain League recruits him to track down a new criminal mastermind and save the world. Partnered with secret agent Lucy Wilde, Gru, along with the wildly unpredictable Minions, must figure out how to keep his cover while also keeping up with his duties as a father.
Deuce Bigalow: Male Gigolo;1999;R;88 min;['Comedy', 'Romance'];May 1, 2022;;Deuce Bigalow is a naive, good-hearted fish tank cleaner, who is very dedicated and happy with his work. His only dream is to take his fish and move out of his bad neighborhood to the beach to be close to his friends in the ocean.
Dodgeball: A True Underdog Story;2004;PG-13;92 min;['Comedy', 'Sports'];May 1, 2022;;The misfit members of a failing health club enter a $50,000 dodgeball challenge in an effort to save the business in this hilarious comedy.
